Title,Energy,Fat,Protein,Salt,Saturates,Sugars,Similarity (%)
Caramel Sauce,370.3333333,15.87314815,4.111574074,0.46087963,8.185907407,48.11574074,55
Cherry-Cardamom Rice Pudding,121.638995,1.187004114,2.726821922,0.023508669,0.680575962,3.206545695,55
Cinnamon Crackers,286.2387332,13.66839265,5.805320402,0.005376565,1.051573929,34.20755596,55
Caramel Sauce,282.8571429,15.46428571,1.217857143,0.030357143,9.870714286,37.16428571,55
Caramel Cream,316.71875,15.78645833,1.243229167,0.031336806,10.07635417,44.59201389,55
Caramel Sauce,371.559633,8.275993884,0.65175841,0.01529052,5.282492355,77.54969419,55
Caramel Sauce,202.5316456,0.0,0.0,0.003955696,0.0,53.03797468,55
Katie's Date Bars,242.7958613,1.916689773,1.665242891,1.027545058,1.025153667,51.45387206,55
Caramel Sauce,345.9405659,12.32439926,1.007749182,0.02283876,7.861225651,58.56302431,55
Almond Chocolate Cookies,496.4742155,32.05937529,7.870932686,0.124034036,14.36021088,19.09707709,55
Anzac Bickies,508.326052,32.42781359,0.766703906,0.061570546,20.80701556,55.65136215,55
Caramel Sauce,361.4107884,7.559128631,2.072614108,0.068724066,3.268153527,74.63900415,55
Caramel Sauce,486.8316443,35.79218956,0.838117786,0.176963932,22.38261948,44.50358268,55
Low Carb No Bake Cookies,581.7091454,51.65867066,8.08045977,0.017366317,28.25597201,20.16841579,55
Caramel Sauce,423.7383556,14.44530174,0.467588688,0.010037703,8.992097182,73.68359422,55
Caramel Sauce,361.8280843,7.690030784,0.605612124,0.014207909,4.908477386,72.12171442,55
Caramel Cream,363.5,18.04,1.42,0.035,11.516,51.36,55
Caramel Sauce,307.9862438,9.149789836,0.435613298,0.007164692,5.694688575,58.56132977,55
Caramel Sauce,308.8235294,11.37079832,0.895483193,0.022321429,7.257878151,53.7342437,55
Caramel Sauce,219.6796339,0.0,0.0,0.003575515,0.0,57.52860412,55
Caramel Cream,309.5561233,10.08236202,0.794015115,0.222481683,6.435480866,56.1443309,55
Caramel Sauce,364.5887899,17.73965427,0.572289157,0.01702462,11.13017287,53.28444212,55
Creme Caramel,219.6796339,0.0,0.0,0.003575515,0.0,57.52860412,55
Caramel Sauce,323.9420423,13.19054738,0.90300138,0.061091306,8.409211132,53.03645354,55
Caramel Sauce,371.7960504,1.004433423,0.124220522,0.005900898,0.626208607,94.56761726,55
Caramel Sauce,233.2749781,2.542828561,0.360135051,0.037826685,1.556646242,54.99249719,55
Caramel Sauce,116.8728804,10.67702531,0.80980382,1.39754056,6.807270724,5.116005971,55
Mom's Alfredo,402.7994254,28.32081557,34.01494194,3.278080689,17.94419205,0.773502735,55
Caramel Sauce,452.3352527,23.04329281,0.555555556,0.016528044,14.4138409,64.72702069,55
Raspberry Almond Cookies,458.499175,26.73136512,9.744378365,0.209786683,3.132995046,14.33576612,55
Caramel Sauce,352.1126761,25.41079812,2.001173709,0.046948357,16.21948357,31.56103286,55
Cantaloupe Cooler,10.28346942,0.063742104,0.245917424,46.56148898,0.01575258,2.261400401,55
No Bake Cookies V,400.4363956,15.37425139,9.197981972,0.046015686,3.06743479,33.54259552,55
Rodeo Carmel Corn,159.2866826,6.295403439,2.644835055,0.085941834,3.472622026,13.4538307,55
Caramel Icing,408.361204,9.515886288,0.222826087,0.02173913,5.950752508,84.93561873,55
Caramel Sauce,345.4976303,7.69549763,0.606042654,0.014810427,4.911966825,72.11018957,55
Caramel Icing,167.2013277,15.76018961,1.73021463,0.08830928,10.04218974,5.574786126,55
Camp Potatoes,107.0191814,5.644278962,2.634819442,0.619258871,0.797217621,0.094495926,55
Caramel Sauce,294.3879984,2.154543221,0.052571866,0.148971687,1.232089434,74.96697547,55
Raspberry Bar Cookies,460.5941871,22.58951358,4.410513477,0.018086454,4.173929805,29.21372113,54
Carrot Mango Smoothie,45.14774979,0.161919402,0.573297727,0.060597172,0.027824555,8.295320457,54
Vegan Antioxidant Cookies,491.7284032,28.88295199,0.214056251,0.010435106,4.571931205,58.92835289,54
"Thin, Crisp Almond Cookies",341.7644208,34.62320055,1.281118133,0.685949141,20.93388217,4.206828323,54
Almond Tea Cookies Recipe,526.4511214,36.82253226,7.667730108,0.221269225,17.20837103,17.75867816,54
Slow Cooker Pork Carnitas,142.1863893,5.687045564,20.58024334,0.627257357,1.993391333,0.071342302,54
Chocolate-Coconut Cookies,601.9148869,54.22841724,4.68099146,0.197584741,41.43636569,26.46727069,54
Caramel Chocolate Bar,641.6706893,63.51402298,1.107284225,0.042189612,39.10925372,18.53424889,54
Hard Tacks,124.7270742,0.33569869,3.523471616,0.339792576,0.052947598,0.09279476,54
Orange and Almond Cookies,309.4524229,12.29132558,7.2044613,0.01902442,2.41703061,27.07450764,54
Coconut Caramel Sauce,289.1366495,5.579188107,0.994854202,0.063036021,3.455803316,62.42024014,54
Cocoa Pebbles (Cookies),418.4124305,38.7025086,10.49204064,0.058598921,17.57639165,6.489442679,54
Cherry Chip Cookies I,415.4744874,22.75453028,4.091559371,0.18896042,4.268538388,26.21006199,54
Caramels I,392.7205829,19.6190751,0.630546137,0.074399394,12.26318447,57.90455234,54
Can't Get Enough Caramel Cookies!,441.227163,19.51051362,9.110651499,1.235349879,3.628748707,24.07445708,54
Honey and cinammon spelt cookies,443.7872878,19.08626993,6.237004471,0.212260305,2.648674966,16.92119783,54
Caramel Pancake Syrup,128.9533875,0.454294503,0.004732234,0.034111523,0.28271157,33.05031943,54
Candy Bar Cookie Bars,427.4404892,18.05143044,10.66262648,0.459798355,7.813678387,27.59063114,54
Lime Cream,163.6144718,14.47662062,5.742664239,0.500043172,2.022582706,2.87569461,54
Mexican Bride Cookies,530.7336954,37.89138574,5.391625751,0.064673794,17.40463651,15.33198928,54
Baked Cookie Smoothie,59.22976667,2.113633198,0.672519654,0.046265439,1.304688129,8.394966766,54
Maple Cinnamon Scones,184.7704757,1.387421541,1.874151442,1.688748776,0.840523181,33.44968116,54
Coconut Caramel Sauce,452.8839307,29.60954189,0.230833136,0.007120817,25.53204367,47.94801804,54
Austrian Rugelach Cookies,347.6389376,9.788224518,2.929353076,0.143995302,6.020971129,61.22469647,54
Cherie's Caramel Corn,482.4211067,36.40527339,0.90180952,1.285758774,22.1061645,40.52594628,54
Cream Peas,140.0849705,9.345587893,3.179957515,0.280437412,5.75316701,5.062719985,54
Cardamom Granola Bars,433.6665326,19.82803853,9.947147699,0.023218629,7.746079164,15.37207254,54
Albanian Date Cookies,252.7393833,19.69659713,4.722308502,0.717955687,2.021613087,8.690143397,54
Church Window Cookies,733.4112242,78.39678792,3.400686808,0.009069359,38.75989268,5.388479243,54
Caramel Chocolate Dip,293.3490968,9.017417231,4.173657875,0.379404857,4.057273569,45.81988311,54
Hannahs ANZAC Cookies,513.4895607,40.87892756,5.777121585,0.516522516,34.12922391,12.14193877,54
Almond Shortbread Cookies,530.6721195,37.5,7.957859175,0.015113798,16.29889758,11.62251067,54
Chocolate & Caramel Squares,416.7081898,20.95328499,5.504945805,0.149558835,13.05728667,52.33669084,54
Chinese Christmas Cookies,645.7792208,58.28030303,10.66847042,0.017316017,12.73138528,17.4484127,54
Chocolate Bit Cookies,390.6028028,15.29605555,5.759644696,0.114829044,9.568532097,58.7491861,54
Cracklings,626.7029973,69.59128065,0.0,0.002554496,19.32425068,0.0,54
Smoked Cheddar Damper,145.3638192,3.701078837,5.46126045,0.153071173,1.935392348,1.159166578,54
Brown Swedish Cookies,548.9824492,41.49872606,0.674520485,0.726359046,25.81431642,45.40712969,54
Cream Soup Mix Recipe,56.87131141,1.410285889,3.754119721,2.563041312,0.581033954,4.948647199,54
Rice Cream,83.02013423,3.981936197,2.122946443,0.290979347,2.528037798,4.471824024,54
Cookie and Pecan Bars,501.9218139,36.7339139,5.186414468,0.018422195,15.49064385,33.71081542,54
Mom's Mashed Potatoes,192.4157465,18.29471723,2.700597916,0.121826368,11.39530111,3.199230438,54
Crock Pot Lil Smokies,307.3954194,4.20352041,2.749047135,0.843123703,1.26566685,67.09362244,54
Oat Bran Biscuits (Cookies),224.6311454,1.691891876,3.488982767,0.163204314,0.621566994,40.95028693,54
Cooking Dried Apricots,209.0382903,0.440783615,2.945235975,0.022818344,0.014692787,46.39581478,53
Caramel Sorbet,114.5542664,0.0,0.0,0.219286973,0.0,29.61521516,53
Homemade Caramel Sauce,193.6933386,19.49441598,1.524898174,0.039482328,12.4406911,4.206148995,53
Honey Caramels,564.6522456,53.69604229,0.807546804,1.722948395,33.41723252,23.611165,53
Caramelized Onions,67.98777676,3.198809501,1.063231824,0.111201489,1.972085444,4.537657032,53
Caramelized Onions,105.2631579,6.470914127,1.041551247,0.011080332,4.008864266,7.243767313,53
Apple Cream Scones,335.9722729,5.656694637,1.378937128,2.073026876,3.481867931,66.25781345,53
Caramilk Slice,811.607377,87.64070361,0.911548366,0.223088684,78.29996602,4.980687156,53
Anzac Biscuits (Cookies),523.5680624,36.27395115,5.216252377,0.451662213,28.13245071,22.08199065,53
Chocolate Chip Cookies,461.8141686,23.13983075,4.840040133,0.009198875,14.2667353,34.62425057,53
CARAWAY CRISPS,291.4195334,8.551469619,6.805061289,0.394177541,5.01884803,8.443390009,53
Sesame Coconut Cookies,643.1299235,59.95199049,6.286040062,0.006006091,23.20390033,11.87472783,53
Caramelized Onions,76.52331884,3.413767943,1.264295074,9.70430788,0.530123891,4.902540354,53
Carrot Tzimmes,115.1781543,2.076299725,0.907788224,0.368415195,1.201595566,20.61273527,53
Caramelized Onions,92.26346604,6.343075036,1.080357792,0.011942517,3.928680738,3.918735953,53
Caramel Apple Smoothie,78.63930886,2.776056773,4.218358531,0.043605369,0.798059241,8.247361925,53
Carrot Slaw Recipe,81.3999286,5.241475397,1.079356352,1.100774767,0.710797445,3.996196904,53
Caramel Grapes,238.6016379,15.8758098,1.01760176,0.034072852,9.415597115,22.83033859,53
Best Choc Chip Cookies,385.7598134,12.1404475,5.19193826,0.13121981,7.596826384,65.10813392,53
Creamy Mashed Potatoes,142.0889881,10.53682235,2.395561248,0.562060535,6.559897426,0.167458684,53
Razzmango Smoothie,52.42624966,0.467583993,1.835516252,0.01296094,0.029622371,6.308576892,53
Curried Olives,473.5360249,51.61148202,0.538376955,0.077673517,7.135820792,1.890865072,53
Caramel Coated Walnuts,444.0331879,30.45695302,0.916595158,1.530978445,5.389397336,46.15293506,53
Microwave Caramel Corn,431.8952858,28.18876905,0.486100562,1.468238898,17.43359157,48.18800952,53
Homemade Caramel Sauce,246.6759972,11.4083275,2.723058083,0.14629986,7.121238628,32.60496851,53
Caramel Grapes,89.14284358,0.140910929,0.63288027,0.005164908,0.047637212,20.77028928,53
Homemade Caramel Sauce,336.3669458,16.09998787,0.885814828,0.199384177,10.18711321,49.72818833,53
Microwave Caramels,380.9585158,17.539294,0.562999227,0.083419222,10.94949755,60.09920124,53
Slow Cooker Congee,82.86958626,3.30510525,4.34672151,14.23557343,0.816114203,4.074522139,53
Betty Crocker Caramels,365.8611564,15.51471571,0.19955091,0.127342351,9.568045123,62.23114758,53
Crack Potatoes,115.9171879,6.759616251,3.517047815,0.259971283,2.996107928,0.199737145,53
Cream Tarts Recipe,263.077479,17.33011989,3.361408732,0.191549253,10.64256415,0.130076343,53
Homemade Ice Cream,352.8876582,10.02155854,5.914952532,0.279717168,6.287084652,52.13765823,53
Caramel Frosting (Mom's Recipe),346.6978392,32.60077835,2.005692379,0.070428671,20.30201557,13.15796352,53
Caramelized Onions,77.66144798,4.606090327,1.042104296,0.737869304,0.662690404,4.016838377,53
Honey Caramels,407.9307201,21.45092677,2.88969918,0.022599514,10.38734427,54.16058949,53
Cumin Carrot Fries,67.17429826,3.724040702,0.857032789,9.076744531,0.51334679,4.133190938,53
Oatmeal-Currant Scones,315.6176659,13.64657563,7.080755281,0.761867933,7.757563473,10.10651803,53
Turtle Cookie Bars,641.6706893,63.51402298,1.107284225,0.042189612,39.10925372,18.53424889,53
Caribbean Smoothie,56.02994607,0.630384909,0.539795547,0.01385993,0.433329669,9.690769007,53
Anzac Biscuits (Cookies),528.6373858,33.97522836,6.152809011,0.510698907,29.63080609,20.19797658,53
Mom's Pie Crust Recipe,440.5137186,25.91943958,6.50262697,2.106246351,3.651079977,0.8441331,53
Rose Ice Cream,216.3305086,11.47198748,3.966095866,0.184459998,6.310611274,21.4801054,53
Caramel Pecans,681.9265795,72.95425752,1.581088936,0.037913791,41.63343419,8.641065387,53
Cookie Brittle,529.0245893,38.22463897,4.585743179,0.429336834,19.78435582,23.62558989,53
Caramel Popcorn Recipe,661.2682169,69.48604322,0.723651149,0.047683768,43.23212573,12.42153593,53
Anzac Biscuits (Cookies),437.8136235,16.08858181,2.217299143,0.30872768,12.58196632,64.11979207,53
Homemade Caramel Sauce,363.6363636,13.12121212,1.033333333,0.024242424,8.375151515,62.32727273,53
Spicy Caramel Corn,206.0224118,4.234736266,2.060426756,0.20030801,1.476726985,36.37013921,53
Miso Caramel Sauce,338.6956027,16.21466783,2.64009561,1.480915886,9.773077361,45.86087187,53
Apricot Scones,662.1387036,70.61778474,1.748202411,0.178131433,43.32876189,2.671452727,53
Rice Chex Candy Cookie,254.3216581,13.31387456,5.657525568,0.035749842,2.26305548,23.13512535,53
Carmallow Corn,470.375574,38.15194298,1.120896443,0.054142965,23.62367213,30.91117812,53
Chocolate Caramel Corn,455.8382415,23.50336127,6.358245539,0.606008411,20.00023756,36.79311763,53
Orange Cream Popsicles,164.2559451,10.73792596,1.262564354,0.020838441,6.790389801,15.2745771,53
Chewy Caramels,385.6861159,18.4168403,0.592859712,0.102214371,11.50665436,58.86523681,53
Microwave Caramel Corn,431.8952858,28.18876905,0.486100562,1.468238898,17.43359157,48.18800952,53
Cream Caramels,365.3965345,15.23633081,0.181088146,0.127462341,9.384825784,62.75175833,53
Buttery Cooked Carrots,137.8910729,8.404243041,0.769782805,0.147288321,1.575206851,12.18861674,53
Chocolate Chip Cookies,367.1096175,24.01479658,6.73551411,1.240065023,10.47573296,31.84022584,53
Chocolate Cookie Crust,516.1994485,37.33111213,5.529641544,0.006893382,23.2902114,42.90326287,53
Honey Caramels,308.9310663,1.965224343,0.377747753,1.296224901,1.244214479,78.4002515,53
Jackie's Alfredo Sauce,498.4629,44.8597188,22.86329134,2.27335068,28.14543638,0.600865598,53
Mimi's Cornmeal Scones,232.8105526,17.2375957,3.484479791,1.110433112,10.58655558,3.224597899,53
Caramel Chip Malts,226.8071951,12.15961214,3.981843732,0.157286397,7.542380551,24.19176504,53
Sesame Coconut Cookies,643.1299235,59.95199049,6.286040062,0.006006091,23.20390033,11.87472783,53
Microwaved Caramel,208.4783829,14.7356822,2.423076923,0.079905952,2.393669287,17.74971926,53
Oat and Raisin Cookies,215.5110698,0.231992034,0.92107568,0.077018899,0.062114917,39.02290884,53
Wookie Cookies,397.1229294,24.83380558,3.93799041,0.250245205,13.00168919,22.2836748,53
Rye Caraway Scones,298.5939738,16.77138458,4.940524621,1.012426286,10.28353853,9.896111406,53
Hot Cheese Cookies,416.5244904,33.73679108,21.40594311,1.545713345,18.66726307,0.607108503,53
Choco Overload Cookies,262.1825475,8.130879403,3.050227408,7.885286308,1.555269923,22.8756462,53
Creamed Onions,140.2243993,7.021314646,2.906407156,0.834619969,4.136877331,4.172805195,53
Bread-mum's recipe,268.6067551,4.380325694,7.257551267,0.006420386,2.272881785,5.000120627,53
Microwave Caramels,408.6108938,19.58293878,2.139857549,0.102354718,12.20605006,56.53315287,53
Chocolate Caramel Corn,420.7823961,20.96777062,3.057123805,0.071071349,12.87690598,54.00288953,53
No Bake Cookies VI,406.8164724,16.15052651,8.905321549,0.237119218,6.891594584,35.29889056,53
Light Caramel Corn,436.8553989,21.11555462,5.158913913,0.012102715,12.30393601,29.31488108,53
Anzac Biscuits (Cookies),567.9379182,39.88829234,6.05202969,0.302343384,34.77321972,20.93834114,53
Caramel Corn Snack Mix,267.4757848,17.14144007,3.096043879,0.134248454,4.55849574,16.47362586,53
Mom's Browned Rice,664.7367826,73.65030502,1.776999548,3.271744733,45.54355478,1.026427643,53
Caramelized Onions,129.0924713,7.33152083,1.542762761,11.83328097,4.454987669,7.920600065,53
Caramel Corn Snack Mix,230.7456324,12.30535732,3.21503536,0.162923435,4.390577066,13.74446992,53
Edamame & Cranberry Toss,190.9449416,5.968317768,7.217062003,0.614478824,2.082781192,23.59571391,53
No Bake Cookies II,379.0839525,11.34157702,7.743706332,0.018160142,5.777775313,36.32926694,53
Caramelized Onions,83.10794197,3.221047455,1.957216622,0.366517089,1.937300221,3.38087042,53
Anzac Biscuits (Cookies),673.1366546,70.80383553,1.816282823,0.123938142,45.64079674,4.831363677,53
Arugula Pesto Con Noci,385.1749054,35.62038184,12.45072072,15.70898273,7.557388114,1.056650721,53
Caramelized Onions,92.26346604,6.343075036,1.080357792,0.011942517,3.928680738,3.918735953,53
Kings Arms Confections,256.4354326,21.04429078,9.780537621,0.273465361,1.797955668,7.054822754,53
Microwave Caramel Corn,357.2867561,22.63225754,0.931544381,1.176417261,13.90434748,39.04367622,53
Turtle Cookie Bars,682.2687629,73.08071372,1.551982965,0.223465966,44.60384763,5.102432099,53
Kolache Kookies,400.4894393,10.57913603,1.851953663,0.01884116,6.507754268,67.29936155,52
Cinnamon-Sicles,70.74184387,0.28731731,4.920551361,0.04344162,0.076590243,9.044792316,52
Caramel Dessert,328.0898077,19.61272197,4.967045212,0.129626117,9.901491263,19.48623723,52
Caramels II,318.5203753,3.877390246,3.460574375,0.201335673,2.401776123,71.34032801,52
Apricot Pockets,551.4569239,44.23849475,1.775058737,0.079717565,27.30439143,36.42346916,52
Dog Cookies,289.9359797,0.777030232,2.239107078,0.022874951,0.165258237,71.32442174,52
Katie's Granola,345.9129782,9.216993605,4.864793614,0.024911292,0.911100537,52.59642622,52
Slow Cooker Caramelized Apples,122.8821372,3.929442134,0.281596361,0.251275327,2.380969454,20.06832476,52
Banana Rum Coconut Cookies,449.7831638,28.67162485,6.000334374,0.381033924,13.66536295,13.29363069,52
Lacy Almond-Orange Cookies,454.2608918,28.05459733,6.598526468,1.001447979,10.71649419,36.46011669,52
Mustard Pickles,28.86836028,0.186407126,0.262289673,4.489442428,0.032167601,4.732761465,52
Mustard Pickles,43.9495828,0.173144128,0.21313012,5.724429207,0.014586583,8.565620304,52
White Cargo,238.7826129,4.806403241,1.529310122,0.090535441,2.966596822,9.275166586,52
Cabernet Sauvignon Cookies,490.8126116,37.77665201,9.218470944,0.616671246,5.552033246,25.18872785,52
Aggression ( Oatmeal ) Cookies,471.0875984,25.47613189,8.308316929,0.414308563,14.60334646,17.24655512,52
Creamy Caramels,440.6752819,26.32379957,0.412137337,0.040090903,16.38599075,43.91967566,52
Calico Couscous,150.1721018,3.330967673,3.411518399,0.314573649,0.510272879,9.516340797,52
Caramel Topping,35.45703183,0.361966367,0.053430954,0.007929174,0.224897437,8.309689671,52
Almond Bark Cookies Recipe,467.2834147,38.24287892,12.62511495,0.016170356,4.418829874,5.861808319,52
Creole Croutons,381.8705674,7.493351064,10.91090426,2.332114362,1.048315603,0.279255319,52
Cape Cod Cooler,121.3529412,0.080588235,0.254117647,0.005,0.006352941,7.217058824,52
Diana's Favourite Caramel Corn,209.8221966,2.881278032,1.458595897,0.20397352,1.486497205,42.50765187,52
Tea Cookies,381.8269063,16.45655209,4.109666725,0.136592654,10.06656779,26.43779445,52
Creamy Pralines,74.80533768,2.73933661,3.301993163,1.254621826,0.804979916,9.683444444,52
Mom's Cornbread,298.9859075,1.013084414,8.535009375,1.893207798,0.22514667,1.17336344,52
Mrs. D's Chocolate Caramels,411.4443112,24.17844896,4.503521565,0.058476826,8.393466924,47.44410104,52
Mom's Gravy,293.3190233,0.795814328,8.326267776,0.316742688,0.126643413,0.219479474,52
Creamy Peas,338.6602317,21.22212541,27.60183004,2.346866251,13.38214002,1.500526316,52
Slow Cooked Creamy Carrots,66.4689339,4.282017347,0.506700069,7.768061825,2.126060549,5.178668494,52
Hot Caramel,61.04108265,1.374432093,3.438472692,0.138067907,0.73740551,8.610681489,52
Canned Tomatoes,17.94755247,0.199594798,0.878020669,0.557824842,0.028204122,2.614866762,52
Mom's Bread,414.0487656,17.98440725,9.399220362,0.354993121,2.483069632,29.54215394,52
Rosemary Scones,185.9637775,2.731241915,5.553040103,13.99498706,1.514553687,2.841203105,52
peaches n cream,66.97937571,0.832878243,0.497267305,0.003671699,0.459544012,3.883020292,52
Cardamom Cinnamon Biscuits,290.7113463,14.95909269,4.040515383,1.121950323,6.639305311,16.96600039,52
Creamy Pralines,441.2376471,20.89222039,3.704409793,0.142188251,4.450986672,62.873102,52
Dog Cookies,301.3656486,8.816878246,20.1044223,0.054437686,1.87279032,0.707319615,52
